cheese,milk,country,family,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
780,4,57,4,9,1,94,9,15,469,141,1,0
527,13,35,4,62,1,160,7,15,587,27,0,0
411,11,21,4,72,1,219,7,11,598,285,0,0
518,4,52,4,14,1,92,7,15,595,218,0,0
510,4,35,4,74,1,171,10,11,546,122,1,0
510,4,35,4,74,1,171,10,11,336,122,0,0
532,13,77,4,13,1,93,9,15,469,127,1,0
467,4,4,4,13,1,201,9,15,469,219,1,0
657,4,35,4,62,1,160,10,11,596,127,0,0
536,13,77,4,47,1,93,1,15,597,54,1,0
780,4,57,4,9,1,94,10,15,5,141,1,0
115,4,48,4,48,1,180,9,15,544,304,1,0
137,4,35,4,8,1,250,7,15,305,127,0,0
532,13,77,4,13,1,93,9,15,469,127,1,0
356,6,52,4,13,1,144,7,15,56,304,0,0
542,4,67,4,1,1,2,7,11,490,97,1,0
363,4,35,4,61,1,279,10,11,572,219,1,0
356,6,52,4,13,1,144,10,15,342,246,1,0
539,4,59,4,61,1,93,9,15,260,141,0,0
136,4,59,4,74,1,61,9,15,458,240,1,0
780,4,57,4,9,1,94,7,15,265,141,0,0
497,4,67,4,13,1,94,7,15,584,73,1,0
539,4,59,4,61,1,93,9,15,260,141,0,0
920,12,69,4,0,1,180,7,15,580,256,1,0
363,4,35,4,61,1,279,10,11,572,14,1,0
920,12,69,4,0,1,180,6,15,442,205,1,0
542,4,67,4,1,1,2,7,11,490,97,1,0
75,14,44,4,60,1,160,9,15,596,285,0,0
536,13,77,4,47,1,93,1,15,597,54,1,0
510,4,35,4,74,1,171,10,11,441,122,1,0
356,6,52,4,13,1,144,10,15,380,27,0,0
467,4,4,4,13,1,201,9,15,469,219,1,0
357,4,52,4,14,1,93,2,15,594,127,0,0
510,4,35,4,74,1,171,10,11,23,122,0,0
115,4,48,4,48,1,180,9,15,544,304,1,0
497,4,67,4,13,1,94,7,15,584,97,1,0
527,13,35,4,62,1,160,7,15,587,27,0,0
136,4,59,4,74,1,61,9,15,458,240,1,0
539,4,59,4,61,1,93,9,15,260,141,1,0
357,4,52,4,14,1,93,2,15,594,127,0,0
136,4,59,4,74,1,61,9,15,458,240,1,0
75,14,44,4,60,1,160,9,15,596,304,1,0
237,13,35,4,61,1,171,9,15,306,127,1,0
553,4,35,4,47,1,199,10,9,134,304,1,0
411,11,21,4,72,1,219,7,11,598,103,1,0
136,4,59,4,74,1,61,9,15,458,240,1,0
553,4,35,4,47,1,199,10,9,432,304,1,0
539,4,59,4,61,1,93,9,15,260,141,0,0
920,12,69,4,0,1,180,7,15,566,293,0,0
467,4,4,4,13,1,201,9,15,469,219,1,0
75,14,44,4,60,1,160,9,15,596,127,1,0
411,11,21,4,72,1,219,7,11,598,304,1,0
136,4,59,4,74,1,61,9,15,458,240,1,0
497,4,67,4,13,1,94,7,15,584,127,1,0
518,4,52,4,14,1,92,7,15,595,218,0,0
510,4,35,4,74,1,171,10,11,508,122,0,0
357,4,52,4,14,1,93,2,15,594,127,0,0
497,4,67,4,13,1,94,7,15,584,145,1,0
657,4,35,4,62,1,160,10,15,596,290,0,0
780,4,57,4,9,1,94,10,15,297,141,0,0
357,4,52,4,14,1,93,2,15,594,127,0,0
542,4,67,4,1,1,2,7,11,490,97,1,0
518,4,52,4,14,1,92,7,15,595,218,0,0
483,4,58,4,61,1,166,9,15,162,285,1,0
539,4,59,4,61,1,93,9,15,260,141,0,0
510,4,35,4,74,1,171,10,11,546,122,0,0
542,4,67,4,1,1,2,7,11,490,97,1,0
779,10,8,4,8,1,199,9,15,472,145,1,0
920,12,69,4,0,1,180,2,15,579,89,1,0
780,4,57,4,9,1,94,7,15,529,141,0,0
483,4,58,4,61,1,166,9,15,162,285,1,0
363,4,35,4,61,1,279,10,11,572,228,1,0
510,4,35,4,74,1,171,10,11,138,122,0,0
483,4,58,4,61,1,166,9,15,162,285,1,0
71,13,35,4,62,1,160,7,15,38,105,0,0
780,4,57,4,9,1,94,5,15,500,141,1,0
356,6,52,4,13,1,144,7,15,56,43,0,0
363,4,35,4,61,1,279,10,11,572,299,1,0
779,10,8,4,8,1,199,9,15,472,145,1,0
71,13,35,4,62,1,160,7,15,38,105,0,0
467,4,4,4,13,1,201,9,15,469,219,1,0
357,4,52,4,14,1,93,2,15,594,127,0,0
779,10,8,4,8,1,199,9,15,472,145,1,0
466,4,75,4,65,1,94,9,15,596,127,1,0
532,13,77,4,13,1,93,9,15,469,127,1,0
527,13,35,4,62,1,160,7,15,587,27,0,0
357,4,52,4,14,1,93,2,15,594,127,0,0
115,4,48,4,48,1,180,9,15,544,304,1,0
115,4,48,4,48,1,180,9,16,544,304,1,0
71,13,35,4,62,1,160,9,15,38,105,0,0
137,4,57,4,8,1,250,2,15,305,127,1,0
411,11,21,4,72,1,219,7,11,598,268,1,0
356,6,52,4,13,1,144,7,15,424,89,0,0
920,12,69,4,0,1,180,7,15,113,141,0,0
363,4,35,4,61,1,279,10,11,572,87,0,0
356,6,52,4,13,1,144,7,15,259,304,0,0
363,4,35,4,61,1,279,10,11,572,194,1,0
357,4,52,4,14,1,93,2,15,594,127,0,0
467,4,4,4,13,1,201,9,15,469,219,1,0
75,14,44,4,60,1,160,9,15,596,296,1,0
71,13,35,4,62,1,160,3,15,38,105,0,0
518,4,52,4,14,1,92,7,15,595,218,0,0
657,4,35,4,62,1,160,10,15,596,145,0,0
657,4,35,4,62,1,160,10,15,596,294,0,0
779,10,8,4,8,1,199,9,15,472,145,1,0
137,4,77,4,8,1,250,7,15,305,127,1,0
115,4,48,4,48,1,180,9,8,544,304,1,0
467,4,4,4,13,1,201,9,15,469,219,1,0
357,4,52,4,14,1,93,2,15,594,127,0,0
553,4,35,4,47,1,199,10,9,210,304,1,0
115,4,48,4,48,1,180,9,9,544,304,1,0
71,13,35,4,62,1,160,9,15,38,105,0,0
115,4,48,4,48,1,180,9,15,544,304,1,0
137,4,77,4,8,1,250,5,15,305,127,0,0
510,4,35,4,74,1,171,10,11,542,122,0,0
497,4,67,4,13,1,94,7,15,584,6,1,0
115,4,48,4,48,1,180,9,15,544,304,1,0
71,13,35,4,62,1,160,7,15,38,105,0,0
137,4,35,4,8,1,250,0,15,305,127,0,0
920,12,69,4,0,1,180,8,15,596,27,1,0
657,4,35,4,62,1,160,10,11,596,294,0,0
497,4,67,4,13,1,94,7,15,584,187,1,0
356,6,52,4,13,1,144,11,15,150,279,1,0
363,4,35,4,61,1,279,10,11,572,250,0,0
510,4,35,4,74,1,171,10,11,373,122,0,0
510,4,35,4,74,1,171,10,11,280,122,1,0
920,12,69,4,0,1,180,7,15,596,57,1,0
411,11,21,4,72,1,219,7,11,598,236,1,0
483,4,58,4,61,1,166,9,15,162,285,1,0
532,13,77,4,13,1,93,9,15,469,127,1,0
356,6,52,4,13,1,144,10,15,522,123,0,0
527,13,35,4,62,1,160,7,15,587,27,0,0
536,13,77,4,47,1,93,1,15,597,54,1,0
136,4,59,4,74,1,61,9,15,458,240,1,0
137,4,77,4,8,1,250,2,15,305,127,0,0
657,4,35,4,62,1,160,10,14,596,127,0,0
356,6,52,4,13,1,144,3,15,597,145,1,0
483,4,58,4,61,1,166,9,15,162,285,1,0
510,4,35,4,74,1,171,10,11,305,122,1,0
466,4,75,4,65,1,94,9,15,596,147,1,0
136,4,59,4,74,1,61,9,15,458,240,1,0
483,4,58,4,61,1,166,9,15,162,285,1,0
356,6,52,4,13,1,144,7,15,506,268,0,0
532,13,77,4,13,1,93,9,15,469,127,1,0
553,4,35,4,47,1,199,10,9,182,304,1,0
75,14,44,4,60,1,160,9,15,596,117,1,0
411,11,21,4,72,1,219,7,11,598,140,0,0
483,4,58,4,61,1,166,9,15,162,285,1,0
780,4,57,4,9,1,94,2,15,165,141,0,0
542,4,67,4,1,1,2,7,11,490,97,1,0
237,13,35,4,61,1,171,9,16,306,127,0,0
467,4,4,4,13,1,201,9,15,469,219,1,0
467,4,4,4,13,1,201,9,15,469,219,1,0
536,13,77,4,47,1,93,1,15,597,54,1,0
466,4,75,4,65,1,94,9,15,596,309,1,0
920,12,69,4,0,1,180,7,15,359,48,0,0
657,4,35,4,62,1,160,10,8,596,228,0,0
780,4,57,4,9,1,94,7,15,196,141,1,0
356,6,52,4,13,1,144,9,15,105,262,0,0
71,13,35,4,62,1,160,2,15,38,105,0,0
71,13,35,4,62,1,160,9,15,38,105,0,0
780,4,57,4,9,1,94,9,15,534,141,1,0
780,4,57,4,9,1,94,4,15,333,141,1,0
536,13,77,4,47,1,93,1,15,597,54,1,0
483,4,58,4,61,1,166,9,15,162,285,1,0
363,4,35,4,61,1,279,10,11,572,291,0,0
115,4,48,4,48,1,180,9,15,544,304,1,0
356,6,52,4,13,1,144,7,15,475,299,0,0
237,13,35,4,61,1,171,9,11,306,127,1,0
357,4,52,4,14,1,93,2,15,594,127,0,0
363,4,35,4,61,1,279,10,11,572,253,1,0
137,4,77,4,8,1,250,10,15,305,127,1,0
71,13,35,4,62,1,160,7,15,38,105,0,0
532,13,77,4,13,1,93,9,15,469,127,1,0
411,11,21,4,72,1,219,7,11,598,304,0,0
467,4,4,4,13,1,201,9,15,469,219,1,0
779,10,8,4,8,1,199,9,15,472,145,1,0
510,4,35,4,74,1,171,10,11,280,122,0,0
553,4,35,4,47,1,199,10,9,362,304,1,0
779,10,8,4,8,1,199,9,15,472,145,1,0
363,4,35,4,61,1,279,10,11,572,160,1,0
536,13,77,4,47,1,93,1,15,597,54,1,0
527,13,35,4,62,1,160,7,15,587,27,0,0
527,13,35,4,62,1,160,7,15,587,27,0,0
920,12,69,4,0,1,180,7,15,525,89,0,0
536,13,77,4,47,1,93,1,15,597,54,1,0
467,4,4,4,13,1,201,9,15,469,219,1,0
356,6,52,4,13,1,144,10,15,164,87,1,0
75,14,44,4,60,1,160,9,15,596,219,0,0
115,4,48,4,48,1,180,9,15,544,304,1,0
527,13,35,4,62,1,160,7,15,587,27,0,0
137,4,70,4,8,1,250,8,15,305,127,1,0
527,13,35,4,62,1,160,7,15,587,27,0,0
779,10,8,4,8,1,199,9,15,472,145,1,0
527,13,35,4,62,1,160,7,15,587,27,0,0
527,13,35,4,62,1,160,7,15,587,27,0,0
75,14,44,4,60,1,160,9,15,596,38,1,0
75,14,44,4,60,1,160,9,15,596,0,0,0
553,4,35,4,47,1,199,10,9,56,304,1,0
657,4,35,4,62,1,160,10,8,596,127,0,0
137,4,4,4,8,1,250,9,15,305,127,0,0
71,13,35,4,62,1,160,2,15,38,105,0,0
71,13,35,4,62,1,160,7,15,38,105,0,0
532,13,77,4,13,1,93,9,15,469,127,1,0
75,14,44,4,60,1,160,9,15,596,191,0,0
542,4,67,4,1,1,2,7,11,490,97,1,0
467,4,4,4,13,1,201,9,15,469,219,1,0
920,12,69,4,0,1,180,7,15,116,207,0,0
237,13,35,4,61,1,171,9,8,306,127,0,0
657,4,35,4,62,1,160,10,9,596,251,0,0
136,4,59,4,74,1,61,9,15,458,240,1,0
657,4,35,4,62,1,160,10,15,596,25,0,0
466,4,75,4,65,1,94,9,15,596,89,1,0
779,10,8,4,8,1,199,9,15,472,145,1,0
527,13,35,4,62,1,160,7,15,587,27,0,0
237,13,35,4,61,1,171,9,15,306,127,0,0
779,10,8,4,8,1,199,9,15,472,145,1,0
137,4,77,4,8,1,250,9,15,305,127,1,0
536,13,77,4,47,1,93,1,15,597,54,1,0
313,4,52,9,61,2,250,7,11,164,87,1,0
983,4,52,9,47,2,244,7,15,587,97,0,0
749,4,77,9,48,2,247,9,11,134,228,1,0
733,4,52,9,62,2,285,7,15,259,127,1,0
419,4,57,9,38,2,250,7,15,531,191,0,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
313,4,52,9,61,2,250,7,8,164,87,1,0
916,4,52,9,39,2,250,7,11,359,285,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
733,4,52,9,62,2,285,7,15,106,127,1,0
733,4,52,9,62,2,285,7,15,578,127,1,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
309,4,52,9,47,2,246,7,8,522,84,0,0
419,4,57,9,38,2,250,7,15,531,77,0,0
177,4,40,9,58,2,279,10,11,552,304,0,0
1057,13,50,9,61,2,279,7,15,432,76,0,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
746,7,52,9,54,2,248,9,15,469,145,1,0
314,19,52,9,39,2,279,9,16,553,87,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
53,4,52,9,47,2,250,7,15,475,0,0,0
746,7,52,9,54,2,248,9,15,469,145,0,0
1057,13,50,9,61,2,279,7,15,432,76,0,0
746,7,52,9,54,2,248,9,15,469,145,0,0
917,4,52,9,39,2,253,9,11,164,268,0,0
719,13,77,9,48,2,279,9,15,306,152,0,0
913,19,2,9,39,2,168,9,11,464,127,0,0
749,4,77,9,48,2,247,9,11,134,228,1,0
749,4,77,9,48,2,247,9,11,134,228,1,0
916,4,52,9,39,2,250,5,11,359,285,0,0
746,7,52,9,54,2,248,9,15,469,145,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
983,4,52,9,47,2,244,7,15,359,299,0,0
177,4,40,9,58,2,279,10,11,552,304,1,0
312,4,52,9,38,2,238,7,15,82,87,1,0
916,4,52,9,39,2,250,10,11,359,285,0,0
313,4,52,9,61,2,250,7,11,164,87,0,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
579,14,51,9,61,2,284,7,15,441,228,0,0
313,4,52,9,61,2,250,7,15,164,87,0,0
915,4,52,9,39,2,249,7,15,523,299,0,0
309,4,52,9,47,2,246,7,8,522,84,0,0
748,19,52,9,71,2,168,7,15,335,127,0,0
915,4,52,9,39,2,249,7,15,523,299,0,0
579,14,51,9,61,2,21,7,15,441,228,0,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
983,4,52,9,47,2,244,7,15,278,211,0,0
749,4,77,9,48,2,247,9,11,134,228,1,0
313,4,52,9,61,2,250,7,4,164,87,0,0
746,7,52,9,54,2,248,9,15,469,145,1,0
419,4,57,9,38,2,250,7,15,531,127,0,0
749,4,77,9,48,2,247,9,11,134,228,1,0
177,4,40,9,58,2,279,10,11,552,304,1,0
748,19,52,9,71,2,168,5,15,335,127,0,0
917,4,52,9,39,2,253,2,11,164,268,0,0
309,4,52,9,47,2,246,7,8,522,84,0,0
915,4,52,9,39,2,249,7,15,523,299,0,0
419,4,57,9,38,2,250,7,15,531,185,0,0
309,4,52,9,47,2,246,7,8,522,84,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
314,19,52,9,39,2,279,7,11,553,87,0,0
1057,13,50,9,61,2,279,7,15,432,76,0,0
719,13,77,9,48,2,279,9,15,306,152,1,0
309,4,52,9,47,2,246,7,8,522,84,0,0
1057,13,50,9,61,2,279,10,15,432,76,1,0
915,4,52,9,39,2,249,7,15,523,299,0,0
746,7,52,9,54,2,248,9,15,469,145,1,0
129,13,35,9,61,2,284,10,15,312,0,0,0
719,13,77,9,48,2,279,9,15,306,152,1,0
309,4,52,9,47,2,246,7,8,522,84,0,0
748,19,52,9,71,2,168,9,15,335,127,0,0
913,19,2,9,39,2,168,2,11,464,127,0,0
749,4,77,9,48,2,247,9,11,134,228,1,0
419,4,57,9,38,2,250,7,15,531,307,0,0
748,19,52,9,71,2,168,10,15,335,127,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
419,4,57,9,38,2,250,7,15,531,141,0,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
913,19,2,9,39,2,168,10,11,464,127,0,0
747,10,4,9,54,2,291,9,15,472,145,1,0
915,4,52,9,39,2,249,7,15,523,299,0,0
749,4,77,9,48,2,247,9,11,134,228,1,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
747,10,4,9,54,2,291,9,15,472,145,1,0
579,14,51,9,61,2,149,7,15,441,228,0,0
749,4,77,9,48,2,247,9,11,134,228,1,0
747,10,4,9,54,2,291,9,15,472,145,1,0
53,4,52,9,47,2,250,3,16,475,250,0,0
313,4,52,9,61,2,250,7,11,164,87,0,0
579,14,51,9,61,2,6,7,15,441,228,1,0
53,4,52,9,47,2,250,9,16,475,3,0,0
746,7,52,9,54,2,248,9,15,469,145,0,0
419,4,57,9,38,2,250,7,15,531,5,0,0
733,4,52,9,62,2,285,7,15,241,127,1,0
916,4,52,9,39,2,250,7,11,359,285,0,0
917,4,52,9,39,2,253,2,11,164,268,0,0
419,4,57,9,38,2,250,7,15,531,87,0,0
177,4,40,9,58,2,279,10,11,552,304,1,0
177,4,40,9,58,2,279,10,11,552,304,1,0
53,4,52,9,47,2,250,7,15,475,145,0,0
312,4,52,9,38,2,238,7,4,441,87,0,1
719,13,77,9,48,2,279,9,15,306,152,1,0
313,4,52,9,61,2,250,7,15,164,87,0,0
579,14,51,9,61,2,210,7,15,441,228,0,0
313,4,52,9,61,2,250,7,11,164,87,0,0
579,14,51,9,61,2,221,7,15,441,228,1,0
419,4,57,9,38,2,250,7,15,531,105,0,0
746,7,52,9,54,2,248,9,15,469,145,1,0
129,13,35,9,61,2,284,10,15,312,0,0,0
53,4,52,9,47,2,250,2,15,475,279,0,0
913,19,2,9,39,2,168,1,11,464,127,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
312,4,52,9,38,2,238,7,11,47,87,0,0
177,4,40,9,58,2,279,10,11,552,304,0,0
746,7,52,9,54,2,248,9,15,469,145,1,0
419,4,57,9,38,2,250,7,15,531,285,0,0
1057,13,50,9,61,2,279,10,15,432,76,1,0
177,4,40,9,58,2,279,10,11,552,304,1,0
53,4,52,9,47,2,250,9,15,475,268,0,0
177,4,40,9,58,2,279,10,11,552,304,0,0
312,4,52,9,38,2,238,7,15,506,87,0,0
749,4,77,9,48,2,247,9,11,134,228,1,0
748,19,52,9,71,2,168,9,15,335,127,0,0
177,4,40,9,58,2,279,10,11,552,304,1,0
53,4,52,9,47,2,250,7,9,475,242,0,0
312,4,52,9,38,2,238,7,15,472,87,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
748,19,52,9,71,2,168,7,15,335,127,0,0
313,4,52,9,61,2,250,7,16,164,87,1,0
579,14,51,9,61,2,160,7,15,441,228,1,0
749,4,77,9,48,2,247,9,11,134,228,1,0
749,4,77,9,48,2,247,9,11,134,228,1,0
719,13,77,9,48,2,279,9,15,306,152,0,0
747,10,4,9,54,2,291,9,15,472,145,1,0
916,4,52,9,39,2,250,10,11,359,285,0,0
313,4,52,9,61,2,250,7,5,164,87,0,0
917,4,52,9,39,2,253,2,11,164,268,0,0
983,4,52,9,47,2,244,7,15,596,287,1,0
309,4,52,9,47,2,246,7,8,522,84,0,0
312,4,52,9,38,2,238,7,15,579,87,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
313,4,52,9,61,2,250,7,8,164,87,0,0
747,10,4,9,54,2,291,9,15,472,145,1,0
749,4,77,9,48,2,247,9,11,134,228,1,0
733,4,52,9,62,2,285,7,15,311,127,1,0
309,4,52,9,47,2,246,7,8,522,84,0,0
747,10,4,9,54,2,291,9,15,472,145,1,0
313,4,52,9,61,2,250,7,15,164,87,0,0
916,4,52,9,39,2,250,10,11,359,285,0,0
1057,13,50,9,61,2,279,7,15,432,76,1,0
129,13,35,9,61,2,284,10,15,312,0,0,0
719,13,77,9,48,2,279,9,15,306,152,0,0
747,10,4,9,54,2,291,9,15,472,145,1,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
314,19,52,9,39,2,279,9,15,553,87,1,0
746,7,52,9,54,2,248,9,15,469,145,0,0
746,7,52,9,54,2,248,9,15,469,145,0,0
983,4,52,9,47,2,244,7,15,56,148,1,0
733,4,52,9,62,2,285,7,15,50,127,1,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
313,4,52,9,61,2,250,7,11,164,87,0,0
53,4,52,9,47,2,250,2,6,475,291,0,0
53,4,52,9,47,2,250,9,15,475,281,0,0
983,4,52,9,47,2,244,7,15,54,181,0,0
747,10,4,9,54,2,291,9,15,472,145,1,0
579,14,51,9,61,2,250,7,15,441,228,1,0
177,4,40,9,58,2,279,10,11,552,304,0,0
313,4,52,9,61,2,250,7,11,164,87,1,0
314,19,52,9,39,2,279,9,11,553,87,1,0
419,4,57,9,38,2,250,7,15,531,218,0,0
579,14,51,9,61,2,237,7,15,441,228,1,0
312,4,52,9,38,2,238,7,4,456,87,0,0
53,4,52,9,47,2,250,2,15,475,127,0,0
916,4,52,9,39,2,250,10,11,359,285,0,0
719,13,77,9,48,2,279,9,15,306,152,0,0
746,7,52,9,54,2,248,9,15,469,145,1,0
749,4,77,9,48,2,247,9,11,134,228,1,0
1057,13,50,9,61,2,279,7,15,432,76,0,0
579,14,51,9,61,2,157,7,15,441,228,0,0
983,4,52,9,47,2,244,7,15,465,96,0,0
917,4,52,9,39,2,253,11,11,164,268,0,0
917,4,52,9,39,2,253,7,11,164,268,0,0
983,4,52,9,47,2,244,7,15,525,147,0,0
746,7,52,9,54,2,248,9,15,469,145,0,0
313,4,52,9,61,2,250,7,8,164,87,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
177,4,40,9,58,2,279,10,11,552,304,1,0
917,4,52,9,39,2,253,4,11,164,268,0,0
312,4,52,9,38,2,238,7,8,3,87,0,0
917,4,52,9,39,2,253,7,11,164,268,0,0
917,4,52,9,39,2,253,7,11,164,268,0,0
917,4,52,9,39,2,253,11,11,164,268,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
1057,13,50,9,61,2,279,7,15,432,76,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
312,4,52,9,38,2,238,7,8,179,87,0,0
53,4,52,9,47,2,250,10,6,475,256,0,0
53,4,52,9,47,2,250,2,16,475,129,0,0
916,4,52,9,39,2,250,6,11,359,285,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
1040,4,52,9,48,2,259,7,11,282,36,0,0
746,7,52,9,54,2,248,9,15,469,145,1,0
314,19,52,9,39,2,279,3,15,553,87,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
309,4,52,9,47,2,246,7,8,522,84,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
733,4,52,9,62,2,285,7,15,118,127,1,0
917,4,52,9,39,2,253,7,11,164,268,0,0
314,19,52,9,39,2,279,10,11,553,87,1,0
312,4,52,9,38,2,238,7,11,268,87,0,0
983,4,52,9,47,2,244,7,15,343,175,0,0
129,13,35,9,61,2,284,10,15,312,0,0,0
314,19,52,9,39,2,279,7,15,553,87,0,0
1057,13,50,9,61,2,279,7,15,432,76,1,0
733,4,52,9,62,2,285,7,15,598,127,1,0
913,19,2,9,39,2,168,6,11,464,127,0,0
913,19,2,9,39,2,168,7,11,464,127,0,0
53,4,52,9,47,2,250,9,11,475,127,0,0
579,14,51,9,61,2,67,7,15,441,228,1,0
314,19,52,9,39,2,279,9,11,553,87,0,0
913,19,2,9,39,2,168,10,11,464,127,0,0
177,4,40,9,58,2,279,10,11,552,304,1,0
983,4,52,9,47,2,244,7,15,577,40,0,0
309,4,52,9,47,2,246,7,8,522,84,0,0
916,4,52,9,39,2,250,0,11,359,285,0,0
177,4,40,9,58,2,279,10,11,552,304,0,0
916,4,52,9,39,2,250,7,11,359,285,0,0
983,4,52,9,47,2,244,7,15,475,299,1,0
313,4,52,9,61,2,250,7,11,164,87,1,0
983,4,52,9,47,2,244,7,15,64,249,0,0
579,14,51,9,61,2,195,7,15,441,228,0,0
53,4,52,9,47,2,250,9,0,475,190,0,0
419,4,57,9,38,2,250,7,15,531,268,0,0
313,4,52,9,61,2,250,7,15,164,87,0,0
915,4,52,9,39,2,249,7,15,523,299,0,0
419,4,57,9,38,2,250,7,15,531,310,0,0
53,4,52,9,47,2,250,6,14,475,285,0,0
733,4,52,9,62,2,285,7,15,433,127,0,0
915,4,52,9,39,2,249,7,15,523,299,0,0
1089,4,77,9,21,2,234,7,8,165,68,0,0
719,13,77,9,48,2,279,9,15,306,152,0,0
177,4,40,9,58,2,279,10,11,552,304,1,0
313,4,52,9,61,2,250,7,11,164,87,1,0
913,19,2,9,39,2,168,9,11,464,127,0,0
913,19,2,9,39,2,168,7,11,464,127,0,0
529,4,35,11,57,0,166,9,11,133,127,1,0
1042,4,35,11,48,0,160,7,15,469,255,0,0
714,4,14,11,2,0,126,9,8,103,115,1,0
541,4,77,11,37,0,151,9,8,449,228,0,0
529,4,35,11,57,0,166,9,11,133,127,1,0
1098,4,77,11,23,0,250,9,11,506,235,1,0
714,4,14,11,2,0,126,9,16,103,115,1,0
714,4,14,11,2,0,126,9,15,103,115,0,0
106,4,77,11,57,0,148,9,11,498,96,0,0
541,4,77,11,37,0,151,7,8,449,228,1,0
90,4,77,11,21,0,59,7,11,455,217,1,0
65,4,48,11,38,0,255,0,16,596,256,1,0
794,4,77,11,39,0,19,7,11,244,211,1,0
252,4,77,11,45,0,273,10,8,456,280,0,0
65,4,48,11,38,0,255,0,16,596,256,1,0
18,4,72,11,21,0,279,10,4,278,290,0,0
794,4,77,11,39,0,19,7,11,244,211,1,0
794,4,77,11,39,0,19,7,11,244,211,1,0
1050,4,50,11,25,0,165,7,16,342,164,0,0
650,4,74,11,27,0,250,9,5,467,228,0,0
1049,4,14,11,38,0,239,9,8,506,40,0,0
1042,4,35,11,48,0,160,7,15,469,255,0,0
1042,4,35,11,48,0,160,7,15,469,255,0,0
1098,4,77,11,23,0,250,9,11,506,145,1,0
794,4,77,11,39,0,19,7,11,244,211,1,0
90,4,77,11,21,0,59,7,11,455,217,1,0
228,4,77,11,21,0,202,7,16,506,245,0,0
1098,4,77,11,23,0,250,9,11,506,307,1,0
529,4,35,11,57,0,166,9,11,133,127,1,0
554,4,34,11,47,0,130,9,16,469,115,0,0
529,4,35,11,57,0,166,9,11,133,127,1,0
1078,4,77,11,48,0,148,7,4,508,235,1,0
106,4,77,11,57,0,148,9,11,498,145,0,0
893,9,77,11,39,0,147,7,16,229,194,1,0
1078,4,77,11,48,0,148,7,4,508,235,1,0
554,4,34,11,47,0,130,9,16,469,89,0,0
65,4,48,11,38,0,255,0,16,596,256,1,0
1042,4,35,11,48,0,160,7,15,469,255,0,0
529,4,35,11,57,0,166,9,11,133,127,0,0
794,4,77,11,39,0,19,7,11,244,211,1,0
541,4,77,11,37,0,151,7,8,449,228,1,0
1042,4,35,11,48,0,160,7,15,469,255,0,0
90,4,77,11,21,0,59,7,15,455,217,1,0
893,4,77,11,39,0,147,7,16,229,194,1,0
1050,4,50,11,25,0,165,7,16,342,164,0,0
106,4,77,11,57,0,148,9,11,498,127,0,0
1078,4,77,11,48,0,148,7,4,508,235,1,0
541,4,77,11,37,0,151,6,8,449,228,0,0
106,4,77,11,57,0,148,9,11,498,0,0,0
65,4,48,11,38,0,255,0,16,596,256,1,0
252,4,77,11,45,0,273,10,8,456,280,0,0
650,4,74,11,27,0,250,9,5,467,229,0,0
106,4,77,11,57,0,148,9,11,498,304,0,0
1078,4,77,11,48,0,148,7,4,508,235,1,0
794,4,77,11,39,0,19,7,11,244,211,1,0
65,4,48,11,38,0,255,0,16,596,256,1,0
650,4,74,11,27,0,250,9,5,467,83,0,0
106,4,77,11,57,0,148,9,11,498,27,0,0
893,13,77,11,39,0,147,7,16,229,194,1,0
1049,4,14,11,38,0,239,9,8,506,40,1,0
1042,4,35,11,48,0,160,7,15,469,255,0,0
541,4,77,11,37,0,151,9,8,449,228,0,0
893,13,77,11,39,0,147,7,16,229,194,1,0
541,4,77,11,37,0,151,5,8,449,228,0,0
1049,4,14,11,38,0,239,9,8,506,40,0,0
